source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,l,b,pf,type_best_classification
4125800014672378368,252.87787505722318,-22.76560208430778,0.06645790179268062,0.022747912,-3.016496474816669,-4.841788114368711,14.413371,358.16144839498696,13.51208429310683,9.278422589570662,T2CEP
4651086094240433024,83.86398343448764,-71.1444783813429,0.0038811563821426983,0.031719666,2.1320257242436464,0.6053644023279441,15.928582,281.8882189303177,-31.6773683443271,3.1627612281485487,DCEP
4658001129039558912,83.07855472523406,-69.77767369454627,0.013220051536279635,0.02658588,1.8112442891503047,0.5317750208846644,15.335445,280.3418379232672,-32.13987898141574,,DCEP
4657656530945120000,84.01083571158931,-69.45444028818457,0.11827157438578587,0.047954742,2.088654280632756,0.5460141796425141,16.86669,279.9114610776444,-31.862913024191553,14.322016363055479,T2CEP
4661385352757404928,76.65624127213773,-68.39451683303072,0.025558809280023843,0.06941918,1.6446741552180253,-0.07255946129088053,17.722788,279.2517912210314,-34.65596644284851,1.2958175533470615,ACEP
4685873984979550080,12.320540432622009,-73.56634436866224,-0.07743300398176764,0.06442134,0.7687724663404445,-1.5392249954086166,17.507586,303.14232320096016,-43.56102492853608,1.3074769349332949,DCEP
4685874775253803008,12.645655889116219,-73.53555499387359,-0.08554435304757797,0.038956944,0.6092589521032323,-1.1322296467421034,16.578995,303.01559416607597,-43.59255604910888,2.8767502557404434,DCEP
4685874813909674240,12.558662166479365,-73.54416094485943,-0.004322500309178227,0.05044513,0.7259845122882036,-1.314845390507311,17.023205,303.04955961727364,-43.58381420850093,1.4884240942454994,DCEP
4685950474109714944,12.31139473750175,-73.04881804430882,-0.24222692442633434,0.07638539,0.5361431753901539,-0.7139994162364396,17.547314,303.1543569590483,-44.07848508137835,,DCEP
4685957861455220992,12.85884439060492,-72.88685400969614,-0.06840905261142974,0.038025428,0.5519259691894416,-1.1991037518097076,16.474201,302.93218107261504,-44.241395989015075,,DCEP
4685961744107640960,13.784642468237005,-73.01257801338258,-0.002215446340679123,0.04783572,0.5958853803616944,-1.0836390350748242,17.034412,302.55545893062947,-44.11296687060884,,DCEP
4685968753493487104,14.221688509179945,-72.81389253523128,-0.018812566754961978,0.065061934,0.7783984182700399,-1.1905581218253534,17.432526,302.36949055038053,-44.308406618828776,2.0296577030019907,DCEP
